Title,Adress,Living Area,Rooms,Status,Price
Van Ostadestraat 74 3+4,1072 TB Amsterdam,105 m²,3 rooms,Available in consultation,"€ 2,950 p/mo."
Van Leijenberghlaan 34,1082 GM Amsterdam,204 m²,3 rooms,Available in consultation,"€ 4,350 p/mo."
Badhuiskade 175,1031 KV Amsterdam,131 m²,3 rooms,Available in consultation,"€ 3,300 p/mo."
Stadionkade 130 3+4,1076 BS Amsterdam,150 m²,4 rooms,Available in consultation,"€ 3,200 p/mo."
Badhuiskade 231,1031 KV Amsterdam,78 m²,3 rooms,Available immediately,"€ 2,275 p/mo."
Van Leijenberghlaan 34,1082 GM Amsterdam,204 m²,3 rooms,Available in consultation,"€ 4,350 p/mo."
Gustav Mahlerplein 257,1082 MS Amsterdam,175 m²,4 rooms,Available in consultation,"€ 5,000 p/mo."
Grasweg 148,1031 HX Amsterdam,69 m²,3 rooms,Available in consultation,"€ 1,550 p/mo."
Grasweg 122,1031 HX Amsterdam,90 m²,2 rooms,Available in consultation,"€ 1,747 p/mo."
Korte Ouderkerkerdijk 1 L2,1096 AC Amsterdam,156 m²,3 rooms,Available in consultation,"€ 4,750 p/mo."
Pietersbergweg 33 A,1105 BM Amsterdam,90 m²,3 rooms,Available in consultation,"€ 1,535 p/mo."
Willem Parelstraat 340 *,1018 KZ Amsterdam,84 m²,3 rooms,Available in consultation,"€ 1,850 p/mo."
Willem Parelstraat 378 *,1018 KZ Amsterdam,80 m²,3 rooms,Available in consultation,"€ 1,850 p/mo."
Haringbuisdijk 797,1086 VA Amsterdam,60 m²,2 rooms,Available in consultation,€ 950 p/mo.
Hellingstraat 76,1033 WW Amsterdam,90 m²,3 rooms,Available on 6/24/2022,"€ 2,550 p/mo."
IJplein 307,1021 LK Amsterdam,49 m²,2 rooms,Available in consultation,"€ 1,800 p/mo."
Willem Parelstraat 382,1018 KZ Amsterdam,80 m²,3 rooms,Available in consultation,"€ 1,850 p/mo."
Willem Parelstraat 316,1018 KZ Amsterdam,78 m²,3 rooms,Available in consultation,"€ 1,650 p/mo."
Willem Parelstraat 412,1018 KZ Amsterdam,79 m²,3 rooms,Available in consultation,"€ 1,875 p/mo."
Willem Parelstraat 348,1018 KZ Amsterdam,84 m²,3 rooms,Available in consultation,"€ 1,850 p/mo."
Willem Parelstraat 368,1018 KZ Amsterdam,74 m²,3 rooms,Available in consultation,"€ 1,700 p/mo."
Willem Parelstraat 324,1018 KZ Amsterdam,82 m²,3 rooms,Available in consultation,"€ 1,800 p/mo."
Grasweg 168,1031 HX Amsterdam,62 m²,3 rooms,Available in consultation,"€ 1,550 p/mo."
Plantage Muidergracht 99 B4,1018 TN Amsterdam,81 m²,3 rooms,Available in consultation,"€ 1,535 p/mo."
Plantage Muidergracht 99 B1,1018 TN Amsterdam,55 m²,2 rooms,Available in consultation,"€ 1,205 p/mo."
Plantage Middenlaan 54 C12,1018 DH Amsterdam,82 m²,3 rooms,Available in consultation,"€ 1,495 p/mo."
Plantage Muidergracht 99 E2,1018 TN Amsterdam,68 m²,2 rooms,Available in consultation,"€ 1,405 p/mo."
Eerste Egelantiersdwarsstraat 7 I,1015 RW Amsterdam,46 m²,2 rooms,Available immediately,"€ 2,175 p/mo."
Eerste Egelantiersdwarsstraat 7 II,1015 RW Amsterdam,46 m²,2 rooms,Available immediately,"€ 2,175 p/mo."
Govert Flinckstraat 191 1,1073 BV Amsterdam,83 m²,4 rooms,Available in consultation,"€ 2,650 p/mo."
J.J. Cremerplein 46 H,1054 TL Amsterdam,96 m²,3 rooms,Available in consultation,"€ 2,700 p/mo."
Sausalitolaan 92,1031 KE Amsterdam,67 m²,2 rooms,Available in consultation,"€ 1,850 p/mo."
Frans van Mierisstraat 87 3,1071 RN Amsterdam,62 m²,2 rooms,Available in consultation,"€ 2,000 p/mo."
Hoofddorpplein 9 I,1059 CV Amsterdam,76 m²,4 rooms,Available in consultation,"€ 2,250 p/mo."
Singel 106 B,1015 AD Amsterdam,114 m²,4 rooms,Available in consultation,"€ 3,250 p/mo."
Oostenburgermiddenstraat 104,1018 LC Amsterdam,80 m²,3 rooms,Available in consultation,"€ 1,850 p/mo."
Oostenburgermiddenstraat 106,1018 LC Amsterdam,87 m²,3 rooms,Available in consultation,"€ 1,900 p/mo."
Herengracht 395,1016 BC Amsterdam,148 m²,5 rooms,Available in consultation,"€ 4,200 p/mo."
Leidsegracht 56,1016 CN Amsterdam,193 m²,8 rooms,Available in consultation,"€ 5,950 p/mo."
Govert Flinckstraat 191 2,1073 BV Amsterdam,82 m²,3 rooms,Available in consultation,"€ 2,650 p/mo."
Ertskade 248,1019 BB Amsterdam,184 m²,4 rooms,Available immediately,"€ 4,500 p/mo."
Keizersgracht 786,1017 EC Amsterdam,450 m²,12 rooms,Available on 6/1/2022,"€ 13,000 p/mo."
Knokkestraat 56,1066 WK Amsterdam,127 m²,7 rooms,Available in consultation,"€ 1,950 p/mo."
Rhijnvis Feithstraat 33 1,1054 TV Amsterdam,60 m²,3 rooms,Available on 7/1/2022,"€ 1,775 p/mo."
Derde Helmersstraat 19 III,1054 BA Amsterdam,70 m²,2 rooms,Available immediately,"€ 2,150 p/mo."
Haparandaweg 774,1013 BD Amsterdam,105 m²,3 rooms,Available on 7/1/2022,"€ 2,600 p/mo."
Kanteel 12,1083 DA Amsterdam,131 m²,4 rooms,Available on 7/1/2022,"€ 2,500 p/mo."
Amstelkade 17 H,1078 AC Amsterdam,90 m²,5 rooms,Available in consultation,"€ 2,950 p/mo."
Maassluisstraat 536,1062 GZ Amsterdam,80 m²,4 rooms,Available in consultation,"€ 1,600 p/mo."
Willemsparkweg 9 I,1071 GN Amsterdam,56 m²,2 rooms,Available in consultation,"€ 1,750 p/mo."
Leiduinstraat 30 III,1058 SK Amsterdam,57 m²,3 rooms,Available on 6/1/2022,"€ 2,250 p/mo."
Hondecoeterstraat 5 B,1071 LP Amsterdam,172 m²,5 rooms,Available in consultation,"€ 7,000 p/mo."
Leidsegracht 117 II,1017 ND Amsterdam,80 m²,2 rooms,Available in consultation,"€ 1,750 p/mo."
Bilderdijkstraat 5 III+IV,1052 NA Amsterdam,110 m²,5 rooms,Available immediately,"€ 2,900 p/mo."
Jacob van Lennepkade 301 1,1054 ZW Amsterdam,78 m²,4 rooms,Available immediately,"€ 2,350 p/mo."
Herengracht 579 1,1017 CD Amsterdam,125 m²,3 rooms,Available on 6/6/2022,"€ 5,650 p/mo."
Plantage Middenlaan 20 III,1018 DE Amsterdam,147 m²,4 rooms,Available immediately,"€ 3,650 p/mo."
Victorieplein 39 1,1078 PD Amsterdam,107 m²,4 rooms,Available immediately,"€ 2,000 p/mo."
Minervaplein 11 2,1077 TH Amsterdam,75 m²,2 rooms,Available on 7/1/2022,"€ 2,150 p/mo."
Andreasplein 48,1058 GD Amsterdam,130 m²,4 rooms,Available in consultation,"€ 3,200 p/mo."
Hoofdweg 40 2,1058 BD Amsterdam,70 m²,2 rooms,Available immediately,"€ 1,850 p/mo."
ms. van Riemsdijkweg 202,1033 RD Amsterdam,115 m²,3 rooms,Available immediately,"€ 3,250 p/mo."
Ferdinand Bolstraat 61 k,1072 LC Amsterdam,86 m²,3 rooms,Available on 7/1/2022,"€ 2,650 p/mo."
Geulstraat 16 3,1078 KZ Amsterdam,74 m²,4 rooms,Available in consultation,"€ 1,550 p/mo."
Hellingstraat 166,1033 WW Amsterdam,67 m²,3 rooms,Available immediately,"€ 1,459 p/mo."
Sassenheimstraat 19 II,1059 BA Amsterdam,56 m²,3 rooms,Available in consultation,"€ 1,480 p/mo."
Van Baerlestraat 69 IV,1071 AS Amsterdam,85 m²,3 rooms,Available immediately,"€ 2,400 p/mo."
Haarlemmermeerstraat 50 3,1058 KB Amsterdam,106 m²,4 rooms,Available on 7/1/2022,"€ 2,750 p/mo."
Sprinklerstraat 75,1019 VR Amsterdam,94 m²,3 rooms,Available on 6/15/2022,"€ 2,450 p/mo."
Keizersgracht 365 E,1016 EJ Amsterdam,130 m²,3 rooms,Available immediately,"€ 3,950 p/mo."
Gaasterlandstraat 262,1079 RH Amsterdam,125 m²,3 rooms,Available immediately,"€ 2,695 p/mo."
Molenpad 6 -2,1016 GM Amsterdam,110 m²,4 rooms,Available in consultation,"€ 3,500 p/mo."
Eosstraat 388,1076 DT Amsterdam,82 m²,3 rooms,Available immediately,"€ 1,418 p/mo."
Churchill-laan 123 -III,1078 DN Amsterdam,104 m²,4 rooms,Available in consultation,"€ 2,900 p/mo."
Beysterveld 189,1083 KD Amsterdam,195 m²,4 rooms,Available in consultation,"€ 7,500 p/mo."
Walborg 10,1082 AM Amsterdam,155 m²,6 rooms,Available immediately,"€ 3,500 p/mo."
Koninginneweg 101,1075 CK Amsterdam,234 m²,5 rooms,Available immediately,"€ 4,500 p/mo."
Klaas Geertsplantsoen 10,1022 LK Amsterdam,150 m²,7 rooms,Available on 6/1/2022,"€ 3,000 p/mo."
Herengracht 34 -t/o,1015 BL Amsterdam,50 m²,1 room,Available immediately,"€ 1,650 p/mo."
Palestrinastraat 24 H,1071 LG Amsterdam,203 m²,7 rooms,Available in consultation,"€ 7,000 p/mo."
Vossiusstraat 53 D,1071 AK Amsterdam,84 m²,2 rooms,Available immediately,"€ 2,500 p/mo."
Jan Luijkenstraat 4 2*,1071 CM Amsterdam,93 m²,3 rooms,Available on 6/1/2022,"€ 3,000 p/mo."
Zeeburgerkade 664,1019 HS Amsterdam,84 m²,3 rooms,Available in consultation,"€ 1,850 p/mo."
Tintorettostraat 19 I,1077 RN Amsterdam,100 m²,4 rooms,Available in consultation,"€ 2,650 p/mo."
Groenburgwal 67 1,1011 HT Amsterdam,52 m²,2 rooms,Available in consultation,"€ 1,800 p/mo."
G.J. Scheurleerweg 121,1025 MZ Amsterdam,86 m²,3 rooms,Available in consultation,"€ 1,000 p/mo."
Cornelis van Rijplantsoen 75,1063 MD Amsterdam,105 m²,5 rooms,Available on 7/1/2022,"€ 1,899 p/mo."
Haparandaweg 904,1013 BD Amsterdam,80 m²,3 rooms,Available on 7/1/2022,"€ 1,900 p/mo."
Prinseneiland 27 D,1013 LL Amsterdam,83 m²,3 rooms,Available on 6/1/2022,"€ 2,350 p/mo."
Nieuwezijds Voorburgwal 329 B,1012 RM Amsterdam,76 m²,3 rooms,Available on 6/19/2022,"€ 1,999 p/mo."
Oosterdokskade 25 + PP,1011 DL Amsterdam,100 m²,2 rooms,Available in consultation,"€ 3,000 p/mo."
Memeleiland 19,1014 ZL Amsterdam,87 m²,3 rooms,Available on 7/1/2022,"€ 1,950 p/mo."
Turnhoutplantsoen 128,1066 NW Amsterdam,120 m²,4 rooms,Available on 6/17/2022,"€ 1,700 p/mo."
Gerard Doustraat 161 E,1073 VW Amsterdam,74 m²,2 rooms,Available immediately,"€ 2,650 p/mo."
Nieuwe Achtergracht 51 hs,1018 WK Amsterdam,78 m²,4 rooms,Available in consultation,"€ 2,800 p/mo."
Deurloostraat 102 -1,1078 JJ Amsterdam,80 m²,3 rooms,Available immediately,"€ 2,100 p/mo."
Pijnackerstraat 24 3,1072 JV Amsterdam,69 m²,3 rooms,Available in consultation,"€ 2,100 p/mo."
Montelbaanstraat 15 1,1011 EG Amsterdam,55 m²,3 rooms,Available in consultation,"€ 1,750 p/mo."
Pieter Aertszstraat 60 4,1073 SR Amsterdam,50 m²,3 rooms,Available in consultation,"€ 1,700 p/mo."
Tweede Atjehstraat 8 C,1094 LE Amsterdam,78 m²,3 rooms,Available in consultation,"€ 1,775 p/mo."
Valkenstein 82,1082 BR Amsterdam,78 m²,4 rooms,Available in consultation,"€ 1,900 p/mo."
Sarphatistraat 193 3,1018 GH Amsterdam,64 m²,2 rooms,Available in consultation,"€ 1,450 p/mo."
Wamelstraat 20,1106 DL Amsterdam,62 m²,2 rooms,Available in consultation,"€ 1,500 p/mo."
Beethovenstraat 143 III,1077 JC Amsterdam,75 m²,3 rooms,Available in consultation,"€ 1,850 p/mo."
Eerste Jan van der Heijdenstraat 124 H,1072 VC Amsterdam,150 m²,6 rooms,Available on 6/1/2022,"€ 6,500 p/mo."
Beulingstraat 4 A,1017 BA Amsterdam,80 m²,2 rooms,Available on 6/17/2022,"€ 1,975 p/mo."
David Ricardostraat 438,1066 LH Amsterdam,49 m²,2 rooms,Available on 6/1/2022,€ 982 p/mo.
Gerard Doustraat 165 E,1073 VW Amsterdam,74 m²,2 rooms,Available immediately,"€ 2,700 p/mo."
Reguliersdwarsstraat 46 D,1017 BM Amsterdam,97 m²,3 rooms,Available immediately,"€ 3,100 p/mo."
Driekoningenstraat 5 III,1016 AL Amsterdam,58 m²,2 rooms,Available in consultation,"€ 1,650 p/mo."
Frederiksplein 26 A,1017 XN Amsterdam,140 m²,3 rooms,Available immediately,"€ 3,450 p/mo."
Bloemgracht 10 hs,1015 TH Amsterdam,75 m²,3 rooms,Available on 6/1/2022,"€ 2,450 p/mo."
Valeriusplein 14 A,1075 BH Amsterdam,138 m²,5 rooms,Available in consultation,"€ 5,300 p/mo."
De Boelelaan 285,1082 RC Amsterdam,83 m²,3 rooms,Available in consultation,"€ 1,750 p/mo."
Nieuwendammerdijk 234 A,1025 LW Amsterdam,104 m²,4 rooms,Available immediately,"€ 2,175 p/mo."
Reguliersgracht 93 B,1017 LN Amsterdam,130 m²,3 rooms,Available immediately,"€ 3,900 p/mo."
Tasmanstraat 371,1013 RA Amsterdam,65 m²,3 rooms,Available in consultation,"€ 1,550 p/mo."
Laurierstraat 105,1016 PL Amsterdam,120 m²,4 rooms,Available in consultation,"€ 3,600 p/mo."
Lijnbaansgracht 162 d,1016 VX Amsterdam,178 m²,2 rooms,Available on 8/1/2022,"€ 7,500 p/mo."
Wiborgeiland 118,1014 ZC Amsterdam,170 m²,6 rooms,Available immediately,"€ 4,250 p/mo."
Koningslaan 24 B,1075 AD Amsterdam,93 m²,3 rooms,Available on 6/1/2022,"€ 3,950 p/mo."
Reestraat 21 1,1016 DM Amsterdam,115 m²,2 rooms,Available immediately,"€ 2,295 p/mo."
Keizersgracht 385 B,1016 EJ Amsterdam,300 m²,5 rooms,Available in consultation,"€ 9,750 p/mo."
Keizersgracht 738 B,1017 EX Amsterdam,142 m²,2 rooms,Available immediately,"€ 3,500 p/mo."
Geldersekade 117,1011 EN Amsterdam,60 m²,2 rooms,Available in consultation,"€ 1,775 p/mo."
Iwan Kantemanplein 4,1060 RM Amsterdam,140 m²,4 rooms,Available in consultation,"€ 2,500 p/mo."
Piet Zwarthof 63,1087 AX Amsterdam,120 m²,4 rooms,Available on 8/1/2022,"€ 2,500 p/mo."
Vondelstraat 48,1054 GE Amsterdam,388 m²,7 rooms,Available in consultation,"€ 9,250 p/mo."
Ank van der Moerstraat 21,1065 LH Amsterdam,185 m²,5 rooms,Available on 8/1/2022,"€ 3,500 p/mo."
Tuinstraat 224 Hs,1015 PK Amsterdam,145 m²,5 rooms,Available on 6/1/2022,"€ 3,500 p/mo."
Adelaarsweg 7,1021 BM Amsterdam,180 m²,7 rooms,Available immediately,"€ 3,500 p/mo."
Nederhoven 4,1083 AN Amsterdam,173 m²,7 rooms,Available immediately,"€ 3,750 p/mo."
Koninginneweg 206 huis,1075 EK Amsterdam,164 m²,6 rooms,Available in consultation,"€ 4,950 p/mo."
Jaap Speyerstraat 6,1087 MK Amsterdam,90 m²,3 rooms,Available in consultation,"€ 2,500 p/mo."
Jisperveldstraat 55,1024 AB Amsterdam,101 m²,3 rooms,Available on 7/1/2022,"€ 1,850 p/mo."
Kanaalstraat 57 hs,1054 XA Amsterdam,55 m²,2 rooms,Available in consultation,"€ 1,350 p/mo."
Lijnbaansgracht 91 D,1015 GZ Amsterdam,55 m²,2 rooms,Available on 6/18/2022,"€ 2,250 p/mo."
Rietwijkerstraat 70 2,1059 XC Amsterdam,90 m²,5 rooms,Available on 7/1/2022,"€ 2,450 p/mo."
Oudezijds Voorburgwal 217 E,1012 EX Amsterdam,148 m²,3 rooms,Available immediately,"€ 2,500 p/mo."
ms. van Riemsdijkweg 98,1033 RD Amsterdam,50 m²,3 rooms,Available on 7/1/2022,"€ 1,171 p/mo."
Van Breestraat 69 I,1071 ZG Amsterdam,70 m²,3 rooms,Available on 6/1/2022,"€ 2,350 p/mo."
VOC-kade 78,1018 LG Amsterdam,88 m²,4 rooms,Available on 6/6/2022,"€ 3,000 p/mo."
Van Ostadestraat 186 3,1072 TH Amsterdam,95 m²,5 rooms,Available in consultation,"€ 2,250 p/mo."
Emmastraat 8 2,1075 HT Amsterdam,65 m²,3 rooms,Available immediately,"€ 1,950 p/mo."
Backershagen 13,1082 GR Amsterdam,129 m²,4 rooms,Available in consultation,"€ 2,400 p/mo."
G.J. Scheurleerweg 75,1025 MZ Amsterdam,86 m²,3 rooms,Available in consultation,€ 950 p/mo.
Hudsonstraat 52 2,1057 SN Amsterdam,87 m²,4 rooms,Available on 7/1/2022,"€ 2,200 p/mo."
Sint Luciënsteeg 17 C,1012 PM Amsterdam,47 m²,2 rooms,Available on 6/23/2022,"€ 1,700 p/mo."
Tweede Jacob van Campenstraat 148 E,1073 XZ Amsterdam,51 m²,2 rooms,Available immediately,"€ 2,150 p/mo."
Van Baerlestraat 92 B,1071 BB Amsterdam,45 m²,2 rooms,Available immediately,"€ 1,900 p/mo."
Groenhoven 162,1103 LC Amsterdam,52 m²,2 rooms,Available in consultation,"€ 1,400 p/mo."
Van Bossestraat 82 1,1051 KB Amsterdam,80 m²,3 rooms,Available on 7/4/2022,"€ 1,775 p/mo."
Wilhelminastraat 129 A,1054 WB Amsterdam,84 m²,3 rooms,Available on 7/1/2022,"€ 2,650 p/mo."
Ferdinand Bolstraat 61 K,1072 LC Amsterdam,86 m²,3 rooms,Available on 7/1/2022,"€ 2,650 p/mo."
Haarlemmerweg 239 A,1051 NV Amsterdam,119 m²,4 rooms,Available on 6/1/2022,"€ 2,500 p/mo."
Gerard Doustraat 173,1073 VW Amsterdam,46 m²,2 rooms,Available immediately,"€ 2,050 p/mo."
Plantage Parklaan 5 hs,1018 SP Amsterdam,125 m²,4 rooms,Available on 6/1/2022,"€ 3,250 p/mo."
Huidekoperstraat 11,1017 ZL Amsterdam,110 m²,4 rooms,Available in consultation,"€ 3,250 p/mo."
Voetboogstraat 21 3,1012 XK Amsterdam,40 m²,2 rooms,Available in consultation,"€ 1,600 p/mo."
Eerste Tuindwarsstraat 8 H,1015 RV Amsterdam,128 m²,5 rooms,Available immediately,"€ 2,850 p/mo."
Plantage Doklaan 29,1018 CM Amsterdam,86 m²,3 rooms,Available on 6/1/2022,"€ 2,000 p/mo."
Prinsengracht 209 D,1015 DT Amsterdam,90 m²,3 rooms,Available immediately,"€ 2,700 p/mo."
Frederiksplein 40 B,1017 XN Amsterdam,125 m²,3 rooms,Available on 6/1/2022,"€ 3,400 p/mo."
Frans van Mierisstraat 56 -HS,1071 RW Amsterdam,142 m²,4 rooms,Available in consultation,"€ 3,450 p/mo."
Vondelstraat 68 3,1054 GG Amsterdam,127 m²,3 rooms,Available in consultation,"€ 4,500 p/mo."
Van Speijkstraat 135 I,1057 GV Amsterdam,71 m²,3 rooms,Available on 6/1/2022,"€ 2,000 p/mo."
Ruysdaelstraat 48 E,1071 XE Amsterdam,93 m²,3 rooms,Available in consultation,"€ 2,900 p/mo."
Céramiquelaan 489,1031 KG Amsterdam,84 m²,3 rooms,Available in consultation,"€ 1,640 p/mo."
Prinsengracht 299 D,1016 GX Amsterdam,92 m²,3 rooms,Available in consultation,"€ 3,500 p/mo."
Van Eeghenstraat 43 B,1071 EV Amsterdam,74 m²,3 rooms,Available on 7/1/2022,"€ 2,750 p/mo."
Plantage Kerklaan 1 -2,1018 SX Amsterdam,90 m²,3 rooms,Available on 6/1/2022,"€ 2,950 p/mo."
Bolestein 362,1081 EE Amsterdam,94 m²,3 rooms,Available on 8/1/2022,"€ 1,800 p/mo."
De Lairessestraat 116 I,1071 PK Amsterdam,100 m²,3 rooms,Available on 6/1/2022,"€ 2,900 p/mo."
Prinsengracht 10 3,1015 DV Amsterdam,125 m²,5 rooms,Available immediately,"€ 3,500 p/mo."
Tweede Constantijn Huygensstraat 52 1,1054 CV Amsterdam,125 m²,4 rooms,Available immediately,"€ 3,000 p/mo."
Laan der Hesperiden 158,1076 DX Amsterdam,128 m²,4 rooms,Available on 6/4/2022,"€ 2,415 p/mo."
Apollolaan 119 2,1077 AP Amsterdam,100 m²,4 rooms,Available immediately,"€ 4,500 p/mo."
Wanningstraat 17 hs,1071 LA Amsterdam,145 m²,3 rooms,Available immediately,"€ 3,500 p/mo."
Wouwermanstraat 27 II,1071 LV Amsterdam,210 m²,5 rooms,Available immediately,"€ 4,750 p/mo."
Sumatrakade 1107,1019 RG Amsterdam,79 m²,2 rooms,Available immediately,"€ 1,365 p/mo."
J.J. Viottastraat 32 II,1071 JS Amsterdam,109 m²,3 rooms,Available in consultation,"€ 3,250 p/mo."
Teilingen 137,1082 JS Amsterdam,262 m²,3 rooms,Available immediately,"€ 5,500 p/mo."
Beulingstraat 2 B,1017 BA Amsterdam,120 m²,3 rooms,Available immediately,"€ 3,300 p/mo."
Amstelveenseweg 122 A21,1075 XL Amsterdam,70 m²,3 rooms,Available immediately,"€ 2,150 p/mo."
Stokerkade 12,1019 XA Amsterdam,97 m²,4 rooms,Available on 7/19/2022,"€ 1,620 p/mo."
Leidsegracht 81,1017 NC Amsterdam,120 m²,3 rooms,Available on 6/1/2022,"€ 2,750 p/mo."
Schokkerspad 16 + PP,1081 KR Amsterdam,95 m²,3 rooms,Available on 7/1/2022,"€ 2,250 p/mo."
R.J.H. Fortuynstraat 109,1019 WK Amsterdam,87 m²,2 rooms,Available immediately,"€ 1,390 p/mo."
Honingen 3,1083 JP Amsterdam,100 m²,4 rooms,Available on 7/1/2022,"€ 2,250 p/mo."
Kleiburg 1027,1104 EA Amsterdam,78 m²,3 rooms,Available immediately,"€ 1,500 p/mo."
Hasebroekstraat 12 2,1053 CT Amsterdam,49 m²,2 rooms,Available on 6/1/2022,"€ 1,495 p/mo."
Apollolaan 53 2,1077 AE Amsterdam,125 m²,3 rooms,Available immediately,"€ 2,750 p/mo."
Groenburgwal 24 D,1011 HW Amsterdam,60 m²,2 rooms,Available immediately,"€ 2,250 p/mo."
Groenburgwal 33,1011 HS Amsterdam,125 m²,4 rooms,Available on 6/1/2022,"€ 3,500 p/mo."
Waterkeringweg 159,1051 NZ Amsterdam,75 m²,3 rooms,Available immediately,"€ 2,150 p/mo."
Distelweg 305,1031 HD Amsterdam,87 m²,3 rooms,Available on 6/21/2022,"€ 2,650 p/mo."
Overtoom 394 2,1054 JS Amsterdam,70 m²,3 rooms,Available on 6/1/2022,"€ 1,850 p/mo."
Mary van der Sluisstraat 342,1095 ME Amsterdam,75 m²,3 rooms,Available in consultation,"€ 2,750 p/mo."
Apollolaan 117 2,1077 AP Amsterdam,100 m²,4 rooms,Available in consultation,"€ 4,500 p/mo."
Jan van Zutphenstraat 669,1069 RS Amsterdam,66 m²,3 rooms,Available immediately,"€ 2,000 p/mo."
Houthavenkade 124,1014 ZB Amsterdam,50 m²,2 rooms,Available on 6/1/2022,"€ 1,875 p/mo."
Geldersekade 50 A,1012 BJ Amsterdam,90 m²,2 rooms,Available in consultation,"€ 2,150 p/mo."
Gustav Mahlerlaan 931,1082 MK Amsterdam,110 m²,3 rooms,Available on 7/1/2022,"€ 3,400 p/mo."
Omval 118,1096 HW Amsterdam,110 m²,3 rooms,Available on 6/1/2022,"€ 2,750 p/mo."
Amstelveenseweg 198 -I,1075 XS Amsterdam,75 m²,3 rooms,Available on 7/1/2022,"€ 2,450 p/mo."
Jan van Zutphenstraat 585,1069 RS Amsterdam,110 m²,3 rooms,Available immediately,"€ 2,500 p/mo."
Javakade 388,1019 SB Amsterdam,110 m²,4 rooms,Available on 7/21/2022,"€ 1,720 p/mo."
